transaction_id,customer_id,product_id,quantity,discount_pct,transaction_date
778,460,13,1,0,2025-12-28
779,460,35,1,0.1,2026-03-03
780,461,27,2,0.1,2025-12-22
781,462,7,1,0,2026-02-20
782,463,50,1,0.25,2024-11-27
783,463,36,2,0.25,2025-01-03
784,463,26,1,0,2025-03-17
785,463,26,1,0,2025-06-15
786,463,33,1,0,2025-09-29
787,463,19,1,0,2025-11-08
788,464,51,2,0,2025-11-05
789,464,37,1,0.1,2026-01-01
790,464,32,1,0,2026-03-29
791,465,37,1,0.15,2025-01-23
792,465,13,1,0,2025-02-22
793,465,10,1,0,2025-03-25
794,465,2,1,0,2025-05-04
795,465,9,1,0.1,2025-05-19
796,465,16,1,0,2025-08-21
797,466,1,1,0.2,2025-10-17
798,466,14,1,0.15,2025-11-08
799,466,51,1,0.05,2026-02-14
800,467,36,1,0.2,2026-01-05
801,468,20,1,0.1,2025-10-28
802,469,18,2,0,2025-12-18
803,469,45,1,0.15,2026-01-06
804,469,12,2,0,2026-02-01
805,470,16,1,0.05,2026-03-09
806,471,12,3,0.05,2026-02-17
807,471,56,1,0.05,2026-03-11
808,472,48,1,0.05,2026-03-06
809,473,41,1,0.05,2025-05-08
810,474,32,1,0.1,2025-06-30
811,474,15,2,0,2025-08-29
812,474,28,1,0,2025-09-29
813,475,26,1,0,2025-12-18
814,476,18,1,0.1,2025-07-01
815,476,11,1,0.1,2025-10-26
816,476,2,1,0.2,2026-01-27
817,477,19,1,0.05,2024-09-14
818,477,51,1,0,2024-12-08
819,477,56,2,0,2025-02-02
820,477,20,1,0,2025-05-26
821,477,57,2,0,2025-06-10
822,477,43,2,0,2025-07-09
823,477,41,1,0.25,2025-10-19
824,478,21,1,0.05,2024-12-10
825,479,30,1,0,2025-11-11
826,480,42,3,0.1,2026-03-26
827,481,15,1,0,2026-02-01
828,482,14,2,0.1,2025-10-25
829,483,48,1,0.15,2025-10-25
830,483,4,1,0,2026-02-07
831,484,5,1,0,2026-03-24
832,485,56,1,0,2025-04-08
833,485,51,1,0,2025-08-01
834,485,33,1,0,2025-08-20
835,485,2,2,0.05,2025-12-12
836,485,27,1,0,2026-01-21
837,486,36,2,0,2025-08-31
838,487,38,1,0,2025-11-12
839,487,11,1,0,2025-11-27
840,487,29,1,0,2026-01-20
841,487,4,1,0.05,2026-02-09
842,488,14,1,0,2026-01-26
843,488,1,3,0.05,2026-03-22
844,489,16,1,0.05,2026-02-03
845,490,15,2,0,2025-12-26
846,491,15,1,0.05,2026-02-06
847,492,45,1,0,2026-03-02
848,493,37,1,0,2026-01-29
849,493,7,1,0.05,2026-02-16
850,494,59,2,0.25,2025-11-19
851,495,29,1,0,2026-02-21
852,496,47,2,0,2025-12-09
853,497,46,1,0.25,2026-01-23
854,498,5,1,0.1,2025-02-21
855,498,44,1,0,2025-05-06
856,499,6,1,0.1,2026-02-11
857,499,54,2,0,2026-03-16
858,500,25,1,0,2024-12-21
859,501,46,1,0.05,2025-06-21
860,501,12,2,0,2025-08-19
861,501,26,2,0.2,2025-11-03
862,501,34,1,0.2,2026-01-16
863,501,15,3,0,2026-02-21
864,502,4,2,0.2,2025-01-23
865,503,19,1,0,2024-09-11
866,504,16,1,0.25,2025-11-05
867,505,12,1,0,2026-03-27
868,506,20,1,0,2026-03-23
869,507,39,1,0.15,2025-10-30
870,508,2,1,0.05,2024-08-05
871,509,43,1,0.25,2024-10-03
872,510,4,2,0.2,2026-01-26
873,511,35,1,0.05,2025-04-17
874,511,10,1,0,2025-08-06
875,511,6,1,0.25,2025-11-10
876,511,7,1,0,2026-03-08
877,511,58,1,0.05,2026-03-23
878,512,15,2,0,2025-06-16
879,513,21,3,0,2025-09-13
880,514,18,1,0,2026-02-09
881,515,43,1,0.1,2025-09-08
882,515,19,1,0,2025-09-26
883,515,32,1,0.2,2025-11-10
884,515,18,2,0,2026-01-19
885,516,23,1,0,2025-08-17
886,517,1,1,0,2025-08-25
887,518,39,1,0.1,2025-02-27
888,519,44,2,0.1,2026-02-20
889,520,31,1,0,2026-02-20
890,521,33,2,0,2025-05-25
891,522,22,1,0,2025-12-21
892,522,40,1,0,2026-02-19
893,523,21,1,0,2025-09-10
894,524,58,1,0.1,2025-11-11
895,525,50,1,0.25,2025-11-14
896,525,29,1,0,2025-12-13
897,525,34,1,0,2026-03-12
898,526,47,1,0.25,2026-01-30
899,527,30,1,0,2025-04-29
900,527,33,2,0.05,2025-07-22
901,527,43,1,0.1,2025-11-16
902,527,13,1,0.05,2026-02-13
903,528,10,1,0.1,2026-03-17
904,529,27,1,0.1,2025-12-18
905,530,60,1,0,2026-03-19
906,531,41,1,0.2,2025-01-13
907,531,5,1,0,2025-03-31
908,531,22,1,0.1,2025-04-25
909,531,3,1,0.1,2025-05-26
910,531,3,2,0,2025-08-13
911,531,14,3,0.05,2025-09-06
912,532,51,2,0,2026-02-22
913,533,23,1,0.1,2025-03-30
914,533,10,1,0,2025-07-21
915,534,14,1,0,2026-03-06
916,534,17,1,0.05,2026-03-27
917,535,23,1,0.15,2026-01-18
918,536,21,2,0,2025-07-21
919,537,23,1,0.05,2025-02-04
920,537,25,1,0.05,2025-03-27
921,537,31,1,0.1,2025-07-22
922,538,11,1,0,2025-08-20
923,538,48,1,0.25,2025-10-08
924,538,28,1,0.1,2025-12-04
925,538,39,1,0,2026-01-22
926,538,26,1,0,2026-03-12
927,539,8,1,0.25,2026-01-30
928,540,1,1,0,2025-08-22
929,540,59,2,0,2025-10-12
930,540,59,1,0,2025-11-28
931,541,10,1,0.25,2025-10-05
932,542,47,1,0,2025-09-22
933,543,48,1,0,2025-08-18
934,544,29,2,0.1,2025-09-12
935,544,42,1,0,2025-11-25
936,544,13,1,0,2026-03-04
937,544,53,3,0,2026-03-28
938,545,27,1,0,2025-06-26
939,545,7,1,0.1,2025-08-02
940,545,8,1,0,2025-10-12
941,545,2,1,0.1,2025-11-04
942,545,37,2,0,2026-01-20
943,545,25,2,0.1,2026-03-01
944,546,19,1,0.05,2025-09-11
945,546,32,1,0.15,2025-11-14
946,546,38,1,0,2026-01-02
947,546,24,2,0,2026-02-05
948,547,9,2,0,2026-03-30
949,548,17,1,0.1,2025-07-16
950,549,9,2,0,2026-03-25
951,550,8,2,0,2025-12-16
952,551,27,1,0,2025-09-08
953,552,29,1,0,2025-02-07
954,553,30,1,0.1,2025-09-20
955,554,16,1,0,2026-01-06
956,555,52,1,0,2026-02-09
957,555,47,1,0.05,2026-02-27
958,556,56,3,0,2026-01-08
959,557,1,1,0.1,2024-08-12
960,558,2,1,0.25,2025-10-20
961,559,32,2,0.05,2026-02-20
962,560,10,1,0,2024-12-17
963,561,3,1,0,2026-03-17
964,562,12,1,0,2025-10-16
965,562,13,2,0,2025-12-30
966,563,22,1,0,2026-03-25
967,564,10,2,0,2026-01-30
968,565,4,1,0.25,2026-01-16
969,566,30,1,0.25,2025-10-18
970,567,15,1,0,2026-02-27
971,568,46,1,0,2025-06-26
972,569,45,1,0,2025-01-22
973,569,49,1,0.1,2025-02-21
974,569,15,1,0,2025-04-12
975,569,1,1,0,2025-05-15
976,569,34,2,0,2025-09-03
977,569,32,1,0,2025-11-10
978,569,5,1,0,2025-12-16
979,570,3,1,0,2025-12-02
980,571,36,1,0,2025-05-18
981,572,41,1,0,2026-03-12
982,573,16,1,0.2,2025-10-26
983,574,21,1,0,2025-12-10
984,574,47,1,0,2026-01-06
985,575,3,1,0,2025-07-10
986,575,27,1,0,2025-08-18
987,576,5,1,0,2025-06-17
988,576,12,1,0.05,2025-07-08
989,576,1,1,0,2025-10-13
990,576,4,1,0.05,2025-12-13
991,576,19,1,0.1,2026-02-02
992,577,12,1,0,2025-03-24
993,577,4,1,0.05,2025-05-19
994,577,19,1,0.05,2025-07-02
995,577,19,1,0.15,2025-10-24
996,577,35,1,0.1,2025-11-22
997,577,3,1,0.2,2026-01-17
998,577,3,1,0,2026-03-02
999,578,17,1,0.1,2025-06-28
1000,578,51,1,0.05,2025-09-09
1001,578,38,1,0.2,2025-11-16
1002,578,16,1,0,2025-12-22
1003,579,24,1,0,2026-01-26
1004,580,7,1,0.2,2025-11-17
1005,581,58,2,0,2026-03-05
1006,582,49,3,0.1,2025-06-15
1007,583,19,1,0,2026-03-06
1008,584,48,2,0,2025-08-13
1009,585,14,1,0,2025-12-19
1010,586,31,2,0,2025-09-12
1011,587,4,1,0,2026-03-18
1012,588,17,1,0,2026-03-18
1013,589,48,1,0.15,2025-11-19
1014,590,27,2,0,2025-02-13
1015,591,18,1,0.1,2025-09-22
1016,592,35,1,0.25,2025-11-07
1017,593,13,1,0,2026-03-01
1018,594,34,1,0,2025-10-17
1019,595,38,1,0,2025-08-02
1020,596,45,2,0.1,2026-02-22
1021,597,6,1,0,2025-02-20
1022,597,3,1,0.1,2025-04-22
1023,597,12,2,0,2025-05-13
1024,598,23,1,0.2,2026-01-17
1025,598,48,1,0.1,2026-03-15
1026,599,5,1,0,2025-03-02
1027,599,14,1,0,2025-06-22
1028,599,21,2,0,2025-08-04
1029,599,35,2,0,2025-09-29
1030,600,30,2,0.1,2025-06-22
1031,601,38,1,0.15,2025-10-03
1032,602,7,2,0,2024-12-18
1033,603,50,1,0,2025-09-27
1034,604,3,1,0,2025-10-25
1035,605,35,1,0,2026-02-05
1036,606,57,2,0.15,2025-10-08
1037,607,8,1,0,2026-03-15
1038,608,9,1,0,2025-02-06
1039,608,23,1,0,2025-03-30
1040,608,23,1,0.05,2025-05-08
1041,608,5,1,0,2025-05-31
1042,608,5,1,0,2025-06-17
1043,608,49,1,0.1,2025-10-12
1044,609,15,1,0,2026-01-23
1045,610,60,1,0.1,2025-05-31
1046,610,39,1,0,2025-09-14
1047,610,58,1,0,2025-12-06
1048,610,16,1,0,2026-01-26
1049,610,30,1,0,2026-03-05
1050,611,15,1,0,2025-10-15
1051,612,55,2,0,2024-10-10
1052,613,54,1,0.1,2026-03-12
1053,614,54,1,0.1,2026-01-23
1054,615,17,3,0.05,2025-08-22
1055,616,10,1,0,2026-03-08
1056,617,14,1,0,2024-11-07
1057,618,9,1,0,2025-10-12
1058,619,18,1,0.1,2025-08-10
1059,619,21,1,0.1,2025-10-15
1060,619,14,1,0.15,2026-01-17
1061,619,26,3,0,2026-03-01
1062,620,6,1,0.05,2025-12-03
1063,621,47,1,0,2026-01-04
1064,622,43,1,0,2025-08-22
1065,623,20,2,0,2025-12-13
1066,623,20,1,0,2025-12-29
1067,623,41,1,0.1,2026-02-18
1068,624,55,1,0,2026-02-06
1069,625,46,1,0,2025-12-24
1070,625,21,3,0,2026-01-25
1071,626,58,2,0,2025-06-12
1072,627,11,2,0,2025-12-25
1073,628,20,1,0,2024-08-07
1074,629,20,1,0,2025-12-16
1075,629,41,1,0.25,2026-01-25
1076,629,25,2,0,2026-03-04
1077,630,11,2,0,2026-03-23
1078,631,29,1,0,2026-03-04
1079,632,44,3,0,2024-12-28
1080,632,18,1,0.05,2025-04-10
1081,632,17,1,0,2025-07-16
1082,632,50,1,0.1,2025-08-31
1083,632,17,1,0,2025-09-18
1084,632,8,2,0,2025-10-18
1085,633,13,1,0.15,2025-10-30
1086,634,54,1,0.1,2026-01-06
1087,635,26,1,0.1,2025-12-03
1088,636,2,1,0,2025-05-18
1089,637,18,2,0.1,2025-12-28
1090,638,23,1,0,2026-03-28
1091,639,27,1,0.05,2026-02-01
1092,639,20,1,0,2026-02-28
1093,640,58,1,0.05,2025-04-23
1094,640,48,1,0,2025-05-21
1095,640,14,1,0,2025-07-02
1096,640,56,1,0.1,2025-08-05
1097,640,20,2,0.2,2025-10-23
1098,640,18,1,0,2025-12-05
1099,640,2,1,0.25,2026-01-13
1100,641,3,3,0,2025-08-20
1101,641,38,1,0,2025-09-22
1102,641,37,1,0,2026-01-03
1103,641,45,1,0,2026-02-16
1104,642,2,2,0.05,2025-06-30
1105,642,4,1,0,2025-07-30
1106,642,3,2,0,2025-09-15
1107,642,54,1,0.2,2025-10-05
1108,642,46,1,0.2,2025-10-28
1109,642,10,2,0.05,2025-12-20
1110,642,4,3,0,2026-03-30
1111,643,45,1,0.1,2025-12-09
1112,644,4,2,0.25,2025-01-22
1113,645,24,1,0,2025-07-08
1114,646,6,3,0.15,2025-11-27
1115,646,4,1,0,2026-03-08
1116,647,21,1,0.1,2024-11-15
1117,647,33,1,0,2024-12-15
1118,648,14,1,0.15,2026-01-09
1119,649,56,1,0,2024-06-04
1120,649,7,1,0,2024-09-03
1121,649,56,2,0,2024-12-21
1122,649,11,1,0,2025-02-13
1123,649,9,1,0,2025-05-26
1124,650,7,1,0,2026-03-23
1125,651,39,1,0,2024-12-17
1126,652,22,2,0,2026-02-16
1127,653,7,1,0,2024-12-16
1128,654,46,1,0.25,2025-11-07
1129,654,42,1,0.05,2026-02-27
1130,655,56,1,0,2025-12-13
1131,656,38,1,0.15,2025-10-26
1132,657,3,1,0.1,2026-02-09
1133,658,2,1,0,2025-01-07
1134,659,55,1,0,2026-02-19
1135,660,22,1,0,2025-01-18
1136,661,33,2,0,2025-03-06
1137,662,11,1,0.2,2025-11-21
1138,663,18,2,0.2,2026-01-03
1139,664,1,3,0,2025-12-24
1140,664,18,2,0,2026-03-18
1141,665,3,1,0,2026-02-16
1142,666,51,1,0,2026-02-05
1143,667,14,1,0.15,2025-10-08
1144,667,47,1,0,2025-12-01
1145,667,27,1,0,2026-03-17
1146,668,58,1,0,2025-03-10
1147,668,1,1,0,2025-04-27
1148,668,42,2,0.05,2025-07-14
1149,668,11,1,0,2025-10-12
1150,669,18,1,0,2026-03-12
1151,670,28,1,0,2026-03-18
1152,671,24,1,0,2026-02-24
1153,672,11,2,0.05,2025-08-15
1154,672,19,1,0.1,2025-09-13
1155,672,13,3,0.15,2025-11-10
1156,672,30,1,0,2025-12-16
1157,672,11,1,0.15,2026-01-02
1158,672,23,1,0.05,2026-03-26
1159,673,7,1,0.1,2026-03-27
1160,674,13,1,0.05,2024-07-13
1161,674,16,1,0,2024-11-05
1162,674,34,1,0.1,2024-11-29
1163,674,22,2,0,2025-02-20
1164,674,18,2,0.1,2025-04-03
1165,675,45,2,0,2026-03-09
1166,676,21,1,0.05,2024-07-21
1167,676,13,1,0.2,2024-10-28
1168,676,46,1,0.25,2025-01-20
1169,676,60,2,0,2025-03-16
1170,676,45,2,0,2025-04-25
1171,676,48,1,0.05,2025-07-02
1172,676,20,1,0,2025-09-06
1173,677,41,2,0,2026-02-22
1174,678,14,1,0,2025-12-05
1175,679,17,1,0,2025-02-18
1176,680,14,1,0,2025-08-14
1177,680,17,1,0.2,2025-11-24
1178,680,55,1,0,2026-02-23
1179,681,47,1,0.25,2025-01-05
1180,681,48,1,0,2025-02-14
1181,681,2,1,0,2025-03-21
1182,681,43,2,0.1,2025-05-09
1183,681,38,1,0.1,2025-06-10
1184,681,40,1,0.1,2025-06-28
1185,681,26,1,0.05,2025-08-15
1186,681,57,1,0,2025-12-09
1187,682,42,1,0.2,2025-10-26
1188,682,48,1,0,2025-12-10
1189,682,14,1,0,2026-03-11
1190,683,37,1,0.1,2025-10-09
1191,683,38,1,0,2025-12-19
1192,683,28,3,0,2026-02-24
1193,684,24,1,0.1,2026-01-12
1194,685,12,1,0,2024-11-09
1195,685,35,1,0.2,2024-11-26
1196,685,23,3,0,2025-03-03
1197,685,47,1,0,2025-06-03
1198,686,43,1,0,2026-02-24
1199,687,4,1,0,2026-03-07
1200,688,59,1,0.1,2024-09-30
1201,689,44,1,0,2025-02-28
1202,689,54,1,0,2025-05-06
1203,689,48,1,0,2025-08-30
1204,689,22,1,0.05,2025-09-18
1205,689,32,1,0,2025-11-07
1206,689,27,1,0.1,2025-12-02
1207,690,7,1,0,2025-07-12
1208,691,14,1,0,2025-07-07
1209,692,23,2,0.05,2025-02-15
1210,693,18,1,0.1,2025-09-26
1211,693,3,1,0.1,2026-01-06
1212,694,40,1,0,2025-08-04
1213,695,19,2,0.05,2026-02-03
1214,696,57,1,0.25,2025-11-10
1215,696,14,3,0,2025-12-23
1216,696,15,1,0.2,2026-01-09
1217,697,15,1,0,2026-03-25
1218,698,22,1,0.25,2025-10-17
1219,699,20,2,0,2026-02-08
1220,700,12,1,0.1,2026-01-06
1221,701,19,2,0.05,2025-08-24
1222,701,17,1,0,2025-10-14
1223,701,19,2,0,2026-02-01
1224,702,17,1,0.15,2025-01-18
1225,703,54,1,0.1,2025-03-26
1226,704,25,1,0,2025-07-13
1227,705,55,1,0.1,2026-03-14
1228,706,34,1,0,2025-12-07
1229,706,25,1,0,2026-02-09
1230,707,30,3,0.1,2025-09-21
1231,708,58,1,0,2026-03-08
1232,709,9,1,0.1,2024-11-17
1233,710,59,1,0.05,2025-09-08
1234,711,3,1,0.05,2025-07-27
1235,712,6,1,0.15,2025-10-28
1236,712,2,1,0,2026-01-14
1237,712,17,1,0,2026-03-13
1238,713,3,1,0,2025-03-21
1239,713,27,1,0.1,2025-05-11
1240,713,32,1,0,2025-06-28
1241,713,3,1,0,2025-09-29
1242,713,8,1,0.15,2026-01-19
1243,713,6,3,0.05,2026-03-08
1244,714,20,1,0.25,2026-01-15
1245,715,50,1,0,2025-10-19
1246,716,51,2,0.25,2025-11-14
1247,717,23,1,0.05,2025-07-09
1248,717,49,1,0.05,2025-09-27
1249,717,2,1,0.15,2026-01-25
1250,717,30,1,0.1,2026-03-15
1251,718,50,1,0.2,2025-11-27
1252,719,39,1,0,2026-03-10
1253,720,58,1,0.1,2024-11-04
1254,720,59,1,0,2025-02-17
1255,720,12,3,0.05,2025-05-27
1256,720,1,2,0,2025-08-11
1257,720,13,1,0.2,2025-10-23
1258,720,55,1,0.1,2026-01-26
1259,721,7,1,0,2026-01-07
1260,722,7,1,0.1,2026-02-13
1261,723,8,2,0.1,2025-09-12
1262,723,41,2,0.2,2025-10-16
1263,724,11,1,0,2025-07-20
1264,725,32,1,0,2024-12-08
1265,726,34,1,0,2024-12-24
1266,727,18,1,0,2026-02-17
1267,728,26,1,0,2026-02-18
1268,729,35,1,0,2025-05-30
1269,729,45,1,0.05,2025-08-12
1270,730,14,2,0,2026-02-20
1271,730,3,1,0,2026-03-17
1272,731,17,1,0.05,2026-03-21
1273,732,1,1,0.2,2026-01-23
1274,733,36,1,0,2025-02-22
1275,733,22,1,0.05,2025-05-02
1276,733,12,1,0,2025-07-08
1277,733,43,1,0,2025-08-04
1278,734,53,1,0.1,2025-09-08
1279,735,23,1,0,2025-03-25
1280,736,51,1,0,2025-09-26
1281,736,46,1,0.25,2025-11-23
1282,737,9,1,0,2025-12-02
1283,738,3,1,0,2026-02-12
1284,739,60,1,0.15,2025-11-23
1285,739,10,1,0.1,2026-03-06
1286,740,59,1,0.1,2025-11-23
1287,741,3,1,0,2025-08-19
1288,742,48,3,0,2026-03-10
1289,743,23,1,0,2026-02-21
1290,744,45,1,0.1,2026-01-07
1291,744,39,1,0,2026-03-18
1292,745,60,1,0,2026-02-09
1293,745,20,1,0,2026-03-10
1294,746,43,1,0,2026-01-01
1295,746,12,1,0,2026-02-22
1296,747,48,1,0.25,2025-11-25
1297,748,17,1,0,2026-03-21
1298,749,35,2,0,2025-07-11
1299,749,13,1,0,2025-09-26
1300,749,33,1,0.1,2025-12-15
1301,749,20,1,0.05,2026-03-15
1302,750,19,1,0,2024-06-29
1303,750,32,1,0,2024-10-04
1304,750,22,2,0,2024-12-02
1305,751,48,1,0,2025-07-18
1306,752,31,3,0.1,2026-03-15
1307,753,18,2,0,2025-05-19
1308,754,12,1,0.1,2026-02-20
1309,755,27,1,0.05,2025-09-28
1310,756,19,2,0,2025-05-25
1311,757,16,1,0,2026-03-14
1312,758,17,1,0,2026-01-02
1313,759,45,1,0,2026-01-25
1314,759,2,1,0,2026-03-03
1315,760,32,1,0.1,2025-10-10
1316,761,45,1,0,2025-11-06
1317,761,45,1,0,2026-03-01
1318,762,56,2,0,2024-09-06
1319,762,58,1,0,2024-12-20
1320,762,37,1,0,2025-01-10
1321,763,28,2,0,2026-03-22
1322,764,48,1,0.05,2025-02-24
1323,765,39,1,0.1,2025-10-11
1324,765,38,2,0,2025-12-28
1325,766,49,1,0,2026-03-23
1326,767,9,1,0,2026-03-27
1327,768,19,1,0.1,2026-03-03
1328,769,9,1,0,2026-02-28
1329,770,43,2,0,2024-08-26
1330,770,57,2,0,2024-09-27
1331,771,13,1,0.05,2025-02-06
1332,771,50,1,0,2025-02-24
1333,772,47,2,0,2025-07-11
1334,772,37,3,0.25,2025-11-01
1335,772,45,3,0,2025-12-07
1336,772,23,1,0,2026-02-15
1337,772,42,2,0,2026-03-09
1338,773,45,1,0,2025-11-07
1339,774,23,1,0.05,2026-03-03
1340,775,30,2,0.25,2024-10-21
1341,775,16,2,0,2025-01-23
1342,775,6,1,0.1,2025-05-18
1343,775,39,1,0.05,2025-08-20
1344,775,14,1,0.1,2025-11-26
1345,776,11,1,0,2026-03-25
1346,777,45,1,0,2026-02-27
1347,778,41,1,0.05,2025-06-03
1348,779,6,1,0.05,2025-12-09
1349,779,13,2,0,2026-01-07
1350,780,25,1,0,2025-12-21
1351,780,46,1,0.1,2026-03-03
1352,781,34,1,0.1,2024-10-23
1353,782,24,1,0,2025-06-09
1354,783,33,1,0,2025-11-23
1355,784,22,1,0,2025-06-17
1356,785,7,2,0,2026-01-05
1357,785,7,2,0,2026-03-19
1358,786,2,1,0.05,2025-05-06
1359,787,21,1,0,2026-03-16
1360,788,23,1,0,2026-03-14
1361,789,43,2,0,2025-12-08
1362,789,20,1,0,2026-03-21
1363,790,57,2,0,2025-11-16
1364,791,44,1,0.1,2025-05-09
1365,792,9,1,0,2026-03-11
1366,793,17,1,0,2025-08-09
1367,793,5,3,0.1,2025-11-09
1368,793,13,2,0,2026-01-15
1369,793,43,1,0,2026-02-13
1370,793,40,1,0.1,2026-03-15
1371,794,14,2,0,2025-02-01
1372,794,17,1,0,2025-04-19
1373,794,44,2,0.05,2025-05-04
1374,794,3,1,0,2025-06-03
1375,795,47,1,0.1,2026-03-13
1376,796,22,1,0.15,2025-11-14
1377,797,19,1,0,2025-10-11
1378,798,27,1,0.05,2025-02-20
1379,798,24,1,0.1,2025-05-31
1380,798,9,1,0.05,2025-08-10
1381,798,13,3,0.2,2025-11-27
1382,798,8,1,0,2026-01-16
1383,799,51,3,0,2026-02-24
1384,799,40,2,0.05,2026-03-26
1385,800,9,1,0,2026-02-22
